Source,Target,Type
316,1105,Undirected
316,1466,Undirected
316,1569,Undirected
317,318,Undirected
317,2048,Undirected
317,1955,Undirected
317,957,Undirected
318,317,Undirected
318,863,Undirected
318,1456,Undirected
318,1727,Undirected
318,1855,Undirected
2048,317,Undirected
2048,946,Undirected
2048,1987,Undirected
2048,2042,Undirected
2048,1995,Undirected
1955,317,Undirected
1955,476,Undirected
1955,1261,Undirected
1955,409,Undirected
321,618,Undirected
321,1359,Undirected
321,1220,Undirected
321,1794,Undirected
321,2062,Undirected
618,321,Undirected
618,619,Undirected
618,1967,Undirected
618,1473,Undirected
618,2096,Undirected
323,324,Undirected
323,535,Undirected
323,638,Undirected
323,1677,Undirected
323,1794,Undirected
324,323,Undirected
324,1175,Undirected
324,1905,Undirected
324,2004,Undirected
325,1969,Undirected
325,288,Undirected
325,921,Undirected
325,1782,Undirected
325,1778,Undirected
1969,325,Undirected
1969,1964,Undirected
1969,58,Undirected
1969,2083,Undirected
921,325,Undirected
921,882,Undirected
921,728,Undirected
921,1444,Undirected
1782,325,Undirected
1782,1780,Undirected
1782,1420,Undirected
1782,1978,Undirected
329,13,Undirected
329,776,Undirected
329,823,Undirected
329,1297,Undirected
329,1378,Undirected
329,1741,Undirected
330,1322,Undirected
330,332,Undirected
330,333,Undirected
330,120,Undirected
330,1367,Undirected
1322,330,Undirected
1322,386,Undirected
1322,1187,Undirected
1322,919,Undirected
332,330,Undirected
332,773,Undirected
332,1199,Undirected
332,1517,Undirected
332,2043,Undirected
333,330,Undirected
333,358,Undirected
333,701,Undirected
333,2092,Undirected
1367,330,Undirected
1367,1327,Undirected
1367,1956,Undirected
1367,2081,Undirected
335,1025,Undirected
335,337,Undirected
335,24,Undirected
335,1647,Undirected
335,338,Undirected
335,1660,Undirected
1025,335,Undirected
1025,654,Undirected
1025,1414,Undirected
1025,1913,Undirected
337,335,Undirected
337,1508,Undirected
337,1524,Undirected
337,1988,Undirected
338,335,Undirected
338,1554,Undirected
338,1602,Undirected
338,1823,Undirected
1660,335,Undirected
1660,1247,Undirected
1660,1350,Undirected
1660,646,Undirected
1457,340,Undirected
1457,1095,Undirected
1457,1990,Undirected
1457,1998,Undirected
342,343,Undirected
342,344,Undirected
342,1498,Undirected
342,41,Undirected
343,342,Undirected
343,763,Undirected
343,967,Undirected
343,1505,Undirected
344,342,Undirected
344,1387,Undirected
344,1514,Undirected
344,1673,Undirected
345,346,Undirected
345,1115,Undirected
345,1300,Undirected
345,349,Undirected
346,345,Undirected
346,395,Undirected
346,2029,Undirected
346,2069,Undirected
1115,345,Undirected
1115,426,Undirected
1115,1116,Undirected
1115,1240,Undirected
1115,1909,Undirected
1300,345,Undirected
1300,2058,Undirected
1300,1469,Undirected
1300,1983,Undirected
349,345,Undirected
349,1218,Undirected
349,1464,Undirected
349,1870,Undirected
350,351,Undirected
350,857,Undirected
350,353,Undirected
350,574,Undirected
350,1563,Undirected
351,350,Undirected
351,1769,Undirected
351,2062,Undirected
351,2085,Undirected
857,350,Undirected
857,694,Undirected
857,1712,Undirected
857,1205,Undirected
353,350,Undirected
353,1063,Undirected
353,1590,Undirected
353,1728,Undirected
1563,350,Undirected
1563,1702,Undirected
1563,1063,Undirected
1563,253,Undirected
355,356,Undirected
355,580,Undirected
355,1906,Undirected
355,2003,Undirected
356,355,Undirected
356,1152,Undirected
356,1609,Undirected
356,1664,Undirected
356,2067,Undirected
580,355,Undirected
580,381,Undirected
580,1429,Undirected
580,1193,Undirected
580,1752,Undirected
580,1921,Undirected
358,1404,Undirected
358,1105,Undirected
358,333,Undirected
358,46,Undirected
1404,358,Undirected
1404,188,Undirected
1404,734,Undirected
1404,1385,Undirected
1105,358,Undirected
1105,2030,Undirected
1105,316,Undirected
1105,1743,Undirected
1105,1755,Undirected
361,706,Undirected
361,258,Undirected
361,1899,Undirected
361,1622,Undirected
706,361,Undirected
706,1804,Undirected
706,233,Undirected
706,1098,Undirected
1899,361,Undirected
1899,935,Undirected
1899,571,Undirected
1899,2090,Undirected
364,2089,Undirected
364,1409,Undirected
364,981,Undirected
364,1785,Undirected
364,369,Undirected
2089,364,Undirected
2089,681,Undirected
2089,654,Undirected
2089,1882,Undirected
1409,364,Undirected
1409,784,Undirected
1409,1028,Undirected
1409,1888,Undirected
981,364,Undirected
981,1016,Undirected
981,1120,Undirected
981,1748,Undirected
981,1998,Undirected
1785,364,Undirected
1785,435,Undirected
1785,1255,Undirected
1785,744,Undirected
1785,1993,Undirected
369,364,Undirected
369,490,Undirected
369,1166,Undirected
369,1679,Undirected
369,1747,Undirected
369,1827,Undirected
369,1966,Undirected
370,1585,Undirected
370,1659,Undirected
370,238,Undirected
370,1849,Undirected
1585,370,Undirected
1585,517,Undirected
1585,887,Undirected
1585,1860,Undirected
1585,2073,Undirected
1659,370,Undirected
1659,1635,Undirected
1659,1632,Undirected
1659,1834,Undirected
1659,2082,Undirected
373,1808,Undirected
373,374,Undirected
373,38,Undirected
373,1380,Undirected
374,373,Undirected
374,476,Undirected
374,973,Undirected
374,1286,Undirected
1380,373,Undirected
1380,1111,Undirected
1380,715,Undirected
1380,309,Undirected
376,1633,Undirected
376,1567,Undirected
376,2046,Undirected
376,1649,Undirected
1633,376,Undirected
1633,885,Undirected
1633,1296,Undirected
1633,1448,Undirected
1567,376,Undirected
1567,820,Undirected
1567,1787,Undirected
1567,1887,Undirected
1567,2069,Undirected
2046,376,Undirected
2046,488,Undirected
2046,820,Undirected
2046,1647,Undirected
2046,1258,Undirected
2046,464,Undirected
1649,376,Undirected
1649,1212,Undirected
1649,1481,Undirected
1649,1934,Undirected
381,1789,Undirected
381,1658,Undirected
381,1777,Undirected
381,580,Undirected
1789,381,Undirected
1789,1268,Undirected
1789,1345,Undirected
1789,1372,Undirected
1658,381,Undirected
1658,1376,Undirected
1658,1642,Undirected
1658,1427,Undirected
1777,381,Undirected
1777,94,Undirected
1777,856,Undirected
1777,501,Undirected
1777,5,Undirected
385,23,Undirected
385,1150,Undirected
385,386,Undirected
385,1952,Undirected
386,385,Undirected
386,1322,Undirected
386,1635,Undirected
386,2012,Undirected
386,2065,Undirected
1952,385,Undirected
1952,784,Undirected
1952,1811,Undirected
1952,1878,Undirected
1952,285,Undirected
389,388,Undirected
389,418,Undirected
389,1391,Undirected
389,1814,Undirected
391,392,Undirected
391,559,Undirected
391,2086,Undirected
391,1971,Undirected
392,391,Undirected
392,1137,Undirected
392,1844,Undirected
392,2058,Undirected
559,391,Undirected
559,1977,Undirected
559,72,Undirected
559,744,Undirected
559,1997,Undirected
2086,391,Undirected
2086,1318,Undirected
2086,2022,Undirected
2086,1116,Undirected
395,396,Undirected
395,346,Undirected
395,539,Undirected
395,1229,Undirected
396,395,Undirected
396,1123,Undirected
396,1250,Undirected
396,1966,Undirected
397,1588,Undirected
397,2004,Undirected
397,1372,Undirected
397,1863,Undirected
1588,397,Undirected
1588,1320,Undirected
1588,1527,Undirected
1588,1066,Undirected
1588,1415,Undirected
2004,397,Undirected
2004,1268,Undirected
2004,258,Undirected
2004,324,Undirected
400,401,Undirected
400,897,Undirected
400,1829,Undirected
400,1894,Undirected
401,400,Undirected
401,875,Undirected
401,1531,Undirected
401,1552,Undirected
401,1970,Undirected
402,1133,Undirected
402,810,Undirected
402,405,Undirected
402,1762,Undirected
1133,402,Undirected
1133,1988,Undirected
1133,1074,Undirected
1133,2043,Undirected
810,402,Undirected
810,2000,Undirected
810,1327,Undirected
810,898,Undirected
405,402,Undirected
405,701,Undirected
405,1425,Undirected
405,1578,Undirected
405,2081,Undirected
1762,402,Undirected
1762,1648,Undirected
1762,979,Undirected
1762,782,Undirected
407,236,Undirected
407,1085,Undirected
407,1188,Undirected
407,1539,Undirected
408,409,Undirected
408,410,Undirected
408,431,Undirected
408,1556,Undirected
409,408,Undirected
409,996,Undirected
409,1955,Undirected
409,1985,Undirected
410,408,Undirected
410,1228,Undirected
410,1313,Undirected
410,1545,Undirected
410,2001,Undirected
410,2110,Undirected
411,132,Undirected
411,88,Undirected
411,1874,Undirected
411,2002,Undirected
412,2011,Undirected
412,1521,Undirected
412,101,Undirected
412,808,Undirected
2011,412,Undirected
2011,1181,Undirected
2011,1584,Undirected
2011,1360,Undirected
1521,412,Undirected
1521,823,Undirected
1521,1391,Undirected
1521,575,Undirected
1521,1781,Undirected
415,1593,Undirected
415,2067,Undirected
415,661,Undirected
415,694,Undirected
415,2108,Undirected
1593,415,Undirected
1593,568,Undirected
1593,1282,Undirected
1593,1974,Undirected
2067,415,Undirected
2067,2035,Undirected
2067,356,Undirected
2067,453,Undirected
2067,8,Undirected
418,1416,Undirected
418,420,Undirected
418,389,Undirected
418,421,Undirected
418,2018,Undirected
1416,418,Undirected
1416,78,Undirected
1416,1687,Undirected
1416,1809,Undirected
1416,1842,Undirected
420,418,Undirected
420,1337,Undirected
420,1644,Undirected
420,1863,Undirected
421,418,Undirected
421,833,Undirected
421,856,Undirected
421,1160,Undirected
421,1752,Undirected
422,1900,Undirected
422,263,Undirected
422,768,Undirected
422,1668,Undirected
422,1746,Undirected
1900,422,Undirected
1900,943,Undirected
1900,1807,Undirected
1900,1456,Undirected
1900,15,Undirected
1900,1193,Undirected
768,422,Undirected
768,806,Undirected
768,769,Undirected
768,930,Undirected
768,1045,Undirected
768,1501,Undirected
425,426,Undirected
425,427,Undirected
425,428,Undirected
425,1150,Undirected
426,425,Undirected
426,1115,Undirected
426,1541,Undirected
426,1887,Undirected
427,425,Undirected
427,699,Undirected
427,962,Undirected
427,1694,Undirected
427,1701,Undirected
428,425,Undirected
428,1296,Undirected
428,1504,Undirected
428,1783,Undirected
429,1892,Undirected
429,1147,Undirected
429,1483,Undirected
429,1847,Undirected
1892,429,Undirected
1892,591,Undirected
1892,932,Undirected
1892,32,Undirected
431,1820,Undirected
431,408,Undirected
431,1309,Undirected
431,1391,Undirected
431,1634,Undirected
432,433,Undirected
432,1517,Undirected
432,435,Undirected
432,340,Undirected
432,1656,Undirected
432,1889,Undirected
433,432,Undirected
433,533,Undirected
433,663,Undirected
433,678,Undirected
433,1729,Undirected
1517,432,Undirected
1517,990,Undirected
1517,332,Undirected
1517,1786,Undirected
435,432,Undirected
435,1055,Undirected
435,1785,Undirected
435,1877,Undirected
436,1814,Undirected
436,893,Undirected
436,860,Undirected
436,113,Undirected
436,996,Undirected
1814,436,Undirected
1814,389,Undirected
1814,39,Undirected
1814,1019,Undirected
1814,1828,Undirected
893,436,Undirected
893,543,Undirected
893,1208,Undirected
893,1720,Undirected
893,1781,Undirected
860,436,Undirected
860,233,Undirected
860,313,Undirected
860,971,Undirected
860,1059,Undirected
860,1111,Undirected
860,1439,Undirected
440,441,Undirected
440,442,Undirected
440,2038,Undirected
440,444,Undirected
440,1282,Undirected
441,440,Undirected
441,1401,Undirected
441,1482,Undirected
441,1522,Undirected
441,2088,Undirected
442,440,Undirected
442,484,Undirected
442,1438,Undirected
442,2055,Undirected
2038,440,Undirected
2038,1855,Undirected
2038,185,Undirected
2038,2047,Undirected
444,440,Undirected
444,720,Undirected
444,1845,Undirected
444,2112,Undirected
445,1854,Undirected
445,447,Undirected
445,1719,Undirected
445,2113,Undirected
445,102,Undirected
445,1098,Undirected
1854,445,Undirected
1854,753,Undirected
1854,935,Undirected
1854,1654,Undirected
1854,1561,Undirected
1854,1972,Undirected
447,445,Undirected
447,1273,Undirected
447,1274,Undirected
447,1411,Undirected
1719,445,Undirected
1719,1173,Undirected
1719,1486,Undirected
1719,39,Undirected
1719,1721,Undirected
2113,445,Undirected
2113,1386,Undirected
2113,1490,Undirected
2113,2036,Undirected
2113,2085,Undirected
2113,1030,Undirected
450,201,Undirected
450,1122,Undirected
450,1410,Undirected
450,1513,Undirected
450,1924,Undirected
1250,451,Undirected
1250,703,Undirected
1250,900,Undirected
1250,396,Undirected
1250,1573,Undirected
1250,1690,Undirected
1250,2000,Undirected
453,251,Undirected
453,1369,Undirected
453,1953,Undirected
453,2067,Undirected
454,455,Undirected
454,1741,Undirected
454,457,Undirected
454,2096,Undirected
455,454,Undirected
455,1344,Undirected
455,1879,Undirected
455,1938,Undirected
1741,454,Undirected
1741,1168,Undirected
1741,329,Undirected
1741,2008,Undirected
457,454,Undirected
457,1286,Undirected
457,1502,Undirected
457,1713,Undirected
457,1750,Undirected
457,1938,Undirected
2096,454,Undirected
2096,1771,Undirected
2096,1158,Undirected
2096,618,Undirected
2096,1378,Undirected
2096,160,Undirected
459,671,Undirected
459,461,Undirected
459,641,Undirected
459,1354,Undirected
459,1447,Undirected
671,459,Undirected
671,72,Undirected
671,1531,Undirected
671,2043,Undirected
461,459,Undirected
461,1016,Undirected
461,1463,Undirected
461,1914,Undirected
462,35,Undirected
462,463,Undirected
462,464,Undirected
462,465,Undirected
463,462,Undirected
463,1212,Undirected
463,1474,Undirected
463,2027,Undirected
464,462,Undirected
464,1731,Undirected
464,1801,Undirected
464,2046,Undirected
465,462,Undirected
465,688,Undirected
465,1351,Undirected
465,1478,Undirected
1702,466,Undirected
1702,1563,Undirected
1702,1607,Undirected
1702,16,Undirected
1936,466,Undirected
1936,1764,Undirected
1936,1360,Undirected
1936,687,Undirected
469,1302,Undirected
469,471,Undirected
469,472,Undirected
469,473,Undirected
1302,469,Undirected
1302,816,Undirected
1302,566,Undirected
1302,847,Undirected
1302,1722,Undirected
1302,2110,Undirected
471,469,Undirected
471,1292,Undirected
471,1682,Undirected
471,1926,Undirected
472,469,Undirected
472,1075,Undirected
472,1366,Undirected
472,1869,Undirected
472,2047,Undirected
473,469,Undirected
473,1208,Undirected
473,1287,Undirected
473,1623,Undirected
473,1804,Undirected
474,1832,Undirected
474,2110,Undirected
474,823,Undirected
474,1405,Undirected
2110,474,Undirected
2110,1302,Undirected
2110,1879,Undirected
2110,410,Undirected
476,1605,Undirected
476,1955,Undirected
476,374,Undirected
476,674,Undirected
1605,476,Undirected
1605,510,Undirected
1605,651,Undirected
1605,1992,Undirected
1605,1112,Undirected
1605,1905,Undirected
478,479,Undirected
478,1587,Undirected
478,1704,Undirected
478,2001,Undirected
479,478,Undirected
479,955,Undirected
479,1320,Undirected
479,1482,Undirected
1587,478,Undirected
1587,1364,Undirected
1587,1724,Undirected
1587,877,Undirected
1587,911,Undirected
1587,914,Undirected
481,1769,Undirected
481,483,Undirected
481,1505,Undirected
481,1879,Undirected
1769,481,Undirected
1769,1655,Undirected
1769,351,Undirected
1769,2105,Undirected
1769,1669,Undirected
1769,218,Undirected
483,481,Undirected
483,1152,Undirected
483,1941,Undirected
483,1995,Undirected
484,442,Undirected
484,1410,Undirected
484,486,Undirected
484,487,Undirected
1410,484,Undirected
1410,1387,Undirected
1410,1400,Undirected
1410,450,Undirected
486,484,Undirected
486,505,Undirected
486,974,Undirected
486,1323,Undirected
486,1850,Undirected
487,484,Undirected
487,1191,Undirected
487,1374,Undirected
487,1857,Undirected
488,1236,Undirected
488,2046,Undirected
488,1532,Undirected
488,1725,Undirected
1236,488,Undirected
1236,842,Undirected
1236,1943,Undirected
1236,1237,Undirected
1236,2054,Undirected
490,369,Undirected
490,1904,Undirected
490,1944,Undirected
490,2114,Undirected
491,1142,Undirected
491,1128,Undirected
491,1749,Undirected
491,2051,Undirected
1142,491,Undirected
1142,937,Undirected
1142,1694,Undirected
1142,1606,Undirected
493,177,Undirected
493,494,Undirected
493,1012,Undirected
493,556,Undirected
494,493,Undirected
494,1720,Undirected
494,1907,Undirected
494,2108,Undirected
1012,493,Undirected
1012,987,Undirected
1012,110,Undirected
1012,1298,Undirected
1012,2090,Undirected
497,496,Undirected
497,1549,Undirected
497,1667,Undirected
497,2083,Undirected
498,1857,Undirected
498,2072,Undirected
498,501,Undirected
498,109,Undirected
498,1728,Undirected
1857,498,Undirected
1857,1555,Undirected
1857,487,Undirected
1857,961,Undirected
2072,498,Undirected
2072,752,Undirected
2072,816,Undirected
2072,1014,Undirected
501,498,Undirected
501,1205,Undirected
501,1777,Undirected
501,2074,Undirected
502,937,Undirected
502,504,Undirected
502,584,Undirected
502,842,Undirected
937,502,Undirected
937,1142,Undirected
937,1947,Undirected
937,939,Undirected
504,502,Undirected
504,1036,Undirected
504,1824,Undirected
504,1902,Undirected
505,724,Undirected
505,506,Undirected
505,486,Undirected
505,1926,Undirected
506,505,Undirected
506,1582,Undirected
506,1820,Undirected
506,1967,Undirected
507,1491,Undirected
507,1833,Undirected
507,2084,Undirected
507,1798,Undirected
1833,507,Undirected
1833,1400,Undirected
1833,201,Undirected
1833,1162,Undirected
2084,507,Undirected
2084,1294,Undirected
2084,182,Undirected
2084,1561,Undirected
510,845,Undirected
510,995,Undirected
510,1605,Undirected
510,745,Undirected
510,797,Undirected
995,510,Undirected
995,797,Undirected
995,574,Undirected
995,1770,Undirected
745,510,Undirected
745,687,Undirected
745,258,Undirected
745,1203,Undirected
797,510,Undirected
797,2099,Undirected
797,995,Undirected
797,1611,Undirected
797,2093,Undirected
514,515,Undirected
514,1537,Undirected
514,1216,Undirected
514,1464,Undirected
515,514,Undirected
515,947,Undirected
515,1056,Undirected
515,1075,Undirected
1537,514,Undirected
1537,770,Undirected
1537,577,Undirected
1537,1928,Undirected
517,1231,Undirected
517,1585,Undirected
517,275,Undirected
517,189,Undirected
1231,517,Undirected
1231,188,Undirected
1231,1882,Undirected
1231,1602,Undirected
519,1466,Undirected
519,1276,Undirected
519,678,Undirected
519,1957,Undirected
1466,519,Undirected
1466,316,Undirected
1466,180,Undirected
1466,1925,Undirected
1466,1971,Undirected
1466,2079,Undirected
1276,519,Undirected
1276,1061,Undirected
1276,1182,Undirected
1276,1788,Undirected
1276,1981,Undirected
1276,2097,Undirected
522,1029,Undirected
522,524,Undirected
522,1634,Undirected
522,1721,Undirected
1029,522,Undirected
1029,1030,Undirected
1029,1396,Undirected
1029,1201,Undirected
1029,1950,Undirected
524,522,Undirected
524,1210,Undirected
524,1683,Undirected
524,1712,Undirected
524,1795,Undirected
1634,522,Undirected
1634,674,Undirected
1634,1052,Undirected
1634,431,Undirected
526,1423,Undirected
526,528,Undirected
526,1943,Undirected
526,2081,Undirected
1423,526,Undirected
1423,1361,Undirected
1423,681,Undirected
1423,759,Undirected
1423,1806,Undirected
528,526,Undirected
528,1028,Undirected
528,1787,Undirected
528,1937,Undirected
529,530,Undirected
529,564,Undirected
529,1646,Undirected
529,1829,Undirected
530,529,Undirected
530,681,Undirected
530,1187,Undirected
530,1283,Undirected
530,1937,Undirected
531,214,Undirected
531,1085,Undirected
531,1569,Undirected
531,699,Undirected
531,1834,Undirected
531,1884,Undirected
531,1961,Undirected
1569,531,Undirected
1569,945,Undirected
1569,316,Undirected
1569,2114,Undirected
533,1935,Undirected
533,433,Undirected
533,624,Undirected
533,1983,Undirected
1935,533,Undirected
1935,1257,Undirected
1935,1317,Undirected
1935,1116,Undirected
535,323,Undirected
535,752,Undirected
535,543,Undirected
535,1313,Undirected
752,535,Undirected
752,2072,Undirected
752,1261,Undirected
752,1512,Undirected
752,1518,Undirected
543,535,Undirected
543,160,Undirected
543,757,Undirected
543,893,Undirected
543,1550,Undirected
543,1644,Undirected
543,1822,Undirected
1313,535,Undirected
1313,410,Undirected
1313,1314,Undirected
1313,1728,Undirected
539,540,Undirected
539,1937,Undirected
539,395,Undirected
539,2030,Undirected
540,539,Undirected
540,1467,Undirected
540,2012,Undirected
540,2114,Undirected
1937,539,Undirected
1937,1631,Undirected
1937,530,Undirected
1937,1460,Undirected
1937,1136,Undirected
1937,528,Undirected
1937,1971,Undirected
2030,539,Undirected
2030,1105,Undirected
2030,1242,Undirected
2030,1866,Undirected
544,1007,Undirected
544,1254,Undirected
544,1023,Undirected
544,1304,Undirected
544,2074,Undirected
1007,544,Undirected
1007,778,Undirected
1007,300,Undirected
1007,1683,Undirected
1254,544,Undirected
1254,1104,Undirected
1254,577,Undirected
1254,1405,Undirected
547,578,Undirected
547,848,Undirected
547,1536,Undirected
547,1590,Undirected
547,2052,Undirected
578,547,Undirected
578,579,Undirected
578,1822,Undirected
578,1840,Undirected
578,1924,Undirected
549,1211,Undirected
549,1451,Undirected
549,1940,Undirected
549,1277,Undirected
1211,549,Undirected
1211,1081,Undirected
1211,388,Undirected
1211,809,Undirected
1211,1205,Undirected
1451,549,Undirected
1451,787,Undirected
1451,1345,Undirected
1451,1452,Undirected
1940,549,Undirected
1940,1718,Undirected
1940,817,Undirected
1940,1597,Undirected
1277,549,Undirected
1277,1275,Undirected
1277,608,Undirected
1277,2068,Undirected
554,1513,Undirected
554,1456,Undirected
554,1408,Undirected
554,2076,Undirected
1513,554,Undirected
1513,450,Undirected
1513,1897,Undirected
1513,2035,Undirected
556,674,Undirected
556,1428,Undirected
556,11,Undirected
556,493,Undirected
674,556,Undirected
674,1994,Undirected
674,1757,Undirected
674,1027,Undirected
674,476,Undirected
674,602,Undirected
674,1634,Undirected
1428,556,Undirected
1428,1081,Undirected
1428,1284,Undirected
1428,582,Undirected
1428,1366,Undirected
1977,559,Undirected
1977,1919,Undirected
1977,1944,Undirected
1977,874,Undirected
561,562,Undirected
561,1672,Undirected
561,1068,Undirected
561,1147,Undirected
562,561,Undirected
562,734,Undirected
562,1458,Undirected
562,1957,Undirected
1672,561,Undirected
1672,822,Undirected
1672,1141,Undirected
1672,1215,Undirected
1672,2057,Undirected
564,565,Undirected
564,529,Undirected
564,940,Undirected
564,1778,Undirected
565,564,Undirected
565,1180,Undirected
565,2019,Undirected
565,2049,Undirected
1502,566,Undirected
1502,985,Undirected
1502,1353,Undirected
1502,457,Undirected
1502,116,Undirected
1502,1837,Undirected
1502,1938,Undirected
568,1593,Undirected
568,1059,Undirected
568,1175,Undirected
568,1771,Undirected
569,570,Undirected
569,955,Undirected
569,571,Undirected
569,1284,Undirected
570,569,Undirected
570,1111,Undirected
570,1498,Undirected
570,1566,Undirected
570,1704,Undirected
570,1963,Undirected
571,569,Undirected
571,582,Undirected
571,1496,Undirected
571,1774,Undirected
571,1899,Undirected
571,2025,Undirected
572,1736,Undirected
572,304,Undirected
572,1729,Undirected
572,2049,Undirected
1736,572,Undirected
1736,739,Undirected
1736,1825,Undirected
1736,1827,Undirected
1736,1835,Undirected
1736,2019,Undirected
575,574,Undirected
575,878,Undirected
575,1521,Undirected
575,1607,Undirected
577,576,Undirected
577,1254,Undirected
577,1537,Undirected
577,1766,Undirected
577,1798,Undirected
579,578,Undirected
579,685,Undirected
579,712,Undirected
579,1193,Undirected
579,1310,Undirected
579,1536,Undirected
1429,580,Undirected
1429,711,Undirected
1429,1496,Undirected
1429,1757,Undirected
582,571,Undirected
582,583,Undirected
582,935,Undirected
582,1428,Undirected
583,582,Undirected
583,715,Undirected
583,1165,Undirected
583,1576,Undirected
583,1603,Undirected
583,2053,Undirected
584,1068,Undirected
584,703,Undirected
584,285,Undirected
584,502,Undirected
1068,584,Undirected
1068,561,Undirected
1068,617,Undirected
1068,1199,Undirected
703,584,Undirected
703,1250,Undirected
703,1705,Undirected
703,1678,Undirected
587,926,Undirected
587,65,Undirected
587,42,Undirected
587,1182,Undirected
587,2020,Undirected
587,882,Undirected
587,869,Undirected
926,587,Undirected
926,1539,Undirected
926,163,Undirected
926,1559,Undirected
926,1990,Undirected
926,1783,Undirected
926,1925,Undirected
2020,587,Undirected
2020,741,Undirected
2020,1381,Undirected
2020,1079,Undirected
882,587,Undirected
882,854,Undirected
882,775,Undirected
882,164,Undirected
882,921,Undirected
591,1892,Undirected
591,1823,Undirected
591,214,Undirected
591,1881,Undirected
591,2012,Undirected
1823,591,Undirected
1823,890,Undirected
1823,991,Undirected
1823,338,Undirected
594,593,Undirected
594,1065,Undirected
594,1526,Undirected
594,1548,Undirected
596,595,Undirected
596,1625,Undirected
596,1884,Undirected
596,2054,Undirected
1217,595,Undirected
1217,1695,Undirected
1217,1462,Undirected
1217,1691,Undirected
598,1939,Undirected
598,600,Undirected
598,601,Undirected
598,1598,Undirected
1939,598,Undirected
1939,716,Undirected
1939,1172,Undirected
1939,682,Undirected
600,598,Undirected
600,1581,Undirected
600,1635,Undirected
600,1954,Undirected
601,598,Undirected
601,1271,Undirected
601,1318,Undirected
601,1515,Undirected
602,1576,Undirected
602,674,Undirected
602,1501,Undirected
602,1846,Undirected
602,1891,Undirected
602,2066,Undirected
1576,602,Undirected
1576,1184,Undirected
1576,1560,Undirected
1576,583,Undirected
604,276,Undirected
604,605,Undirected
604,2078,Undirected
604,278,Undirected
605,604,Undirected
605,620,Undirected
605,678,Undirected
605,1581,Undirected
605,1671,Undirected
2078,604,Undirected
2078,699,Undirected
2078,1731,Undirected
2078,150,Undirected
2078,1448,Undirected
2078,2109,Undirected
607,608,Undirected
607,947,Undirected
607,1853,Undirected
607,2024,Undirected
608,607,Undirected
608,1277,Undirected
608,1657,Undirected
608,2066,Undirected
947,607,Undirected
947,943,Undirected
947,515,Undirected
947,1437,Undirected
947,1976,Undirected
947,2060,Undirected
610,697,Undirected
610,612,Undirected
610,1526,Undirected
610,1963,Undirected
697,610,Undirected
697,698,Undirected
697,298,Undirected
697,1938,Undirected
612,610,Undirected
612,1081,Undirected
612,1160,Undirected
612,1584,Undirected
1526,610,Undirected
1526,594,Undirected
1526,1373,Undirected
1526,16,Undirected
614,1663,Undirected
614,649,Undirected
614,617,Undirected
614,1979,Undirected
1663,614,Undirected
1663,2040,Undirected
1663,832,Undirected
1663,2045,Undirected
649,614,Undirected
649,1240,Undirected
649,1009,Undirected
649,1971,Undirected
649,1978,Undirected
617,614,Undirected
617,883,Undirected
617,1068,Undirected
617,1811,Undirected
617,1849,Undirected
619,618,Undirected
619,806,Undirected
619,1194,Undirected
619,2053,Undirected
619,2105,Undirected
620,605,Undirected
620,1831,Undirected
620,1942,Undirected
620,1508,Undirected
620,1911,Undirected
1831,620,Undirected
1831,1050,Undirected
1831,1485,Undirected
1831,2114,Undirected
1942,620,Undirected
1942,1830,Undirected
1942,1516,Undirected
1942,1255,Undirected
1508,620,Undirected
1508,337,Undirected
1508,91,Undirected
1508,1414,Undirected
1508,1549,Undirected
624,1435,Undirected
624,626,Undirected
624,627,Undirected
624,533,Undirected
1435,624,Undirected
1435,1975,Undirected
1435,1754,Undirected
1435,1558,Undirected
626,624,Undirected
626,922,Undirected
626,1308,Undirected
626,1350,Undirected
626,1760,Undirected
626,2107,Undirected
627,624,Undirected
627,1248,Undirected
627,1327,Undirected
627,1882,Undirected
627,1943,Undirected
628,1571,Undirected
628,630,Undirected
628,631,Undirected
628,632,Undirected
628,1979,Undirected
628,1511,Undirected
628,1199,Undirected
628,1909,Undirected
1571,628,Undirected
1571,1632,Undirected
1571,889,Undirected
1571,1661,Undirected
630,628,Undirected
630,1135,Undirected
630,1159,Undirected
630,1637,Undirected
630,1648,Undirected
631,628,Undirected
631,741,Undirected
631,1813,Undirected
631,1991,Undirected
632,628,Undirected
632,729,Undirected
632,1729,Undirected
632,1968,Undirected
1979,628,Undirected
1979,614,Undirected
1979,1805,Undirected
1979,2017,Undirected
1511,628,Undirected
1511,1477,Undirected
1511,1504,Undirected
1511,990,Undirected
635,1893,Undirected
635,1317,Undirected
635,853,Undirected
635,1944,Undirected
1893,635,Undirected
1893,1783,Undirected
1893,1627,Undirected
1893,1910,Undirected
1317,635,Undirected
1317,1121,Undirected
1317,1935,Undirected
1317,1578,Undirected
638,943,Undirected
638,1856,Undirected
638,948,Undirected
638,323,Undirected
943,638,Undirected
943,1896,Undirected
943,947,Undirected
943,1900,Undirected
1856,638,Undirected
1856,863,Undirected
1856,2061,Undirected
1856,257,Undirected
641,642,Undirected
641,1516,Undirected
641,459,Undirected
641,644,Undirected
641,645,Undirected
641,1524,Undirected
642,641,Undirected
642,904,Undirected
642,1834,Undirected
642,1944,Undirected
1516,641,Undirected
1516,758,Undirected
1516,2077,Undirected
1516,1647,Undirected
